species	RepeatModeler_superfamily	number_of_copies_300bp	total_nucleotides	number_of_families
Kryptolebias_marmoratus	DNA/Zisupton	43	35443	1
Kryptolebias_marmoratus	DNA/PiggyBac	51	17231	1
Kryptolebias_marmoratus	LINE/RTE-X	49	21077	1
Kryptolebias_marmoratus	DNA/hAT-hAT5	30	14597	1
Kryptolebias_marmoratus	DNA/TcMar-ISRm11	71	31130	1
Kryptolebias_marmoratus	DNA/CMC-Chapaev-3	18	5913	1
Kryptolebias_marmoratus	DNA/hAT-hobo	14	5693	1
Kryptolebias_marmoratus	DNA/P	89	41903	2
Pundamilia_nyererei	DNA/hAT	3496	1757947	14
Pundamilia_nyererei	DNA/hAT-Charlie	3592	1390038	24
Pundamilia_nyererei	DNA/TcMar-Tc1	32806	17477353	113
Pundamilia_nyererei	LINE/L1	2481	1514406	10
Pundamilia_nyererei	DNA/CMC-EnSpm	684	339736	7
Pundamilia_nyererei	DNA/hAT-Ac	8176	4518405	38
Pundamilia_nyererei	LINE/Rex-Babar	4926	2693259	51
Pundamilia_nyererei	SINE/V	647	218807	4
Pundamilia_nyererei	LINE/L2	11033	5730098	60
Pundamilia_nyererei	LINE/Penelope	3110	1576569	12
Pundamilia_nyererei	SINE/MIR	2514	785403	5
Pundamilia_nyererei	LINE/RTE-BovB	4601	2219884	19
Pundamilia_nyererei	LTR/Gypsy	1693	1214035	18
Pundamilia_nyererei	DNA/Novosib	10	5154	1
Pundamilia_nyererei	LINE/Dong-R4	1686	823382	8
Pundamilia_nyererei	LINE/RTE	2738	1317136	5
Pundamilia_nyererei	DNA/TcMar-Tc2	2679	1718540	11
Pundamilia_nyererei	LTR/ERV1	187	195711	2
Pundamilia_nyererei	DNA/PIF-Harbinger	1730	689643	10
Pundamilia_nyererei	LTR/Ngaro	1500	514088	5
Pundamilia_nyererei	LTR/Pao	58	47318	1
Pundamilia_nyererei	DNA/PiggyBac	1038	409207	6
Pundamilia_nyererei	DNA/hAT-Tip100	968	471375	6
Pundamilia_nyererei	DNA/hAT-Tol2	87	55848	1
Pundamilia_nyererei	LINE/R2-Hero	218	121830	3
Pundamilia_nyererei	LINE/I-Nimb	148	90327	2
Pundamilia_nyererei	DNA/TcMar	79	59264	1
Pundamilia_nyererei	DNA/TcMar-Tigger	319	117216	3
Pundamilia_nyererei	DNA/PIF-ISL2EU	169	96394	1
Pundamilia_nyererei	DNA/hAT-hAT5	48	24379	1
Pundamilia_nyererei	LTR/DIRS	280	188577	4
Pundamilia_nyererei	DNA/TcMar-Fot1	68	53452	1
Pundamilia_nyererei	DNA/hAT-Blackjack	68	22767	1
Pundamilia_nyererei	DNA/TcMar-ISRm11	144	58843	3
Pundamilia_nyererei	DNA/Ginger	85	41725	1
Pundamilia_nyererei	DNA/TcMar-Mariner	31	10028	1
Pundamilia_nyererei	DNA/hAT-hATx	1	364	1
Pundamilia_nyererei	DNA/hAT-hobo	40	13729	1
Pundamilia_nyererei	DNA/Zisupton-hAT-hybrid	1	313	1
Haplochromis_burtoni	DNA/CMC-EnSpm	1100	674498	7
Haplochromis_burtoni	DNA/PIF-Harbinger	911	372121	9
Haplochromis_burtoni	DNA/hAT	3046	1614312	22
Haplochromis_burtoni	LINE/Rex-Babar	4243	2228164	55
Haplochromis_burtoni	LINE/L2	11690	5845163	66
Haplochromis_burtoni	DNA/TcMar-Tc1	25812	12909701	105
Haplochromis_burtoni	DNA/hAT-Charlie	3880	1480407	25
Haplochromis_burtoni	LTR/Ngaro	1950	680994	4
Haplochromis_burtoni	LINE/Penelope	3010	1563176	17
Haplochromis_burtoni	LINE/L1	2222	1223590	14
Haplochromis_burtoni	LINE/RTE	2600	1220152	9
Haplochromis_burtoni	LINE/RTE-BovB	4719	2135106	18
Haplochromis_burtoni	DNA/hAT-Ac	6521	3385720	32
Haplochromis_burtoni	LINE/L1-Tx1	133	83827	2
Haplochromis_burtoni	LTR/Gypsy	1946	1296771	17
Haplochromis_burtoni	LTR/ERV1	269	141780	2
Haplochromis_burtoni	DNA/TcMar-Tc2	2399	1234947	9
Haplochromis_burtoni	LTR/ERVK	4	1239	1
Haplochromis_burtoni	DNA/hAT-Tip100	1266	548837	7
Haplochromis_burtoni	DNA/Sola	8	3497	1
Haplochromis_burtoni	LTR/DIRS	151	102821	3
Haplochromis_burtoni	DNA/PIF-ISL2EU	248	141896	2
Haplochromis_burtoni	LINE/Dong-R4	1932	927640	14
Haplochromis_burtoni	SINE/MIR	312	96210	2
Haplochromis_burtoni	SINE/V	333	108369	4
Haplochromis_burtoni	DNA/TcMar-Tigger	406	165601	6
Haplochromis_burtoni	DNA/TcMar-ISRm11	184	114245	2
Haplochromis_burtoni	LINE/Jockey	103	65977	1
Haplochromis_burtoni	DNA/PiggyBac	1118	401911	7
Haplochromis_burtoni	DNA/Zisupton-hAT-hybrid	260	116234	1
Haplochromis_burtoni	LINE/R2-Hero	181	93757	2
Haplochromis_burtoni	DNA/TcMar-Fot1	67	56889	1
Haplochromis_burtoni	DNA/hAT-hAT5	47	23311	1
Haplochromis_burtoni	DNA/MULE-MuDR	10	3282	1
Xiphophorus_maculatus	LINE/RTE-BovB	1278	805985	9
Xiphophorus_maculatus	DNA/CMC-EnSpm	65	24467	4
Xiphophorus_maculatus	LINE/Rex-Babar	2473	1174929	31
Xiphophorus_maculatus	LINE/L2	5206	2504400	40
Xiphophorus_maculatus	DNA/TcMar-Tc1	20348	8698683	106
Xiphophorus_maculatus	RC/Helitron	1719	757895	1
Xiphophorus_maculatus	SINE/V	1272	445936	3
Xiphophorus_maculatus	LINE/I	89	39820	2
Xiphophorus_maculatus	DNA/hAT-Charlie	2455	1196095	23
Xiphophorus_maculatus	LINE/RTE	1259	722400	3
Xiphophorus_maculatus	DNA/hAT-Tol2	612	292910	4
Xiphophorus_maculatus	LINE/L1	154	93613	2
Xiphophorus_maculatus	DNA/PIF-Harbinger	4659	2135592	10
Xiphophorus_maculatus	DNA/hAT-Ac	5721	2540274	25
Xiphophorus_maculatus	DNA/PiggyBac	2036	1003598	2
Xiphophorus_maculatus	LINE/R2	68	31798	1
Xiphophorus_maculatus	LTR/Gypsy	3754	2021763	10
Xiphophorus_maculatus	LINE/L1-Tx1	160	103413	2
Xiphophorus_maculatus	DNA/TcMar-Tc2	615	295521	5
Xiphophorus_maculatus	DNA/hAT-Tip100	1468	640764	10
Xiphophorus_maculatus	DNA/hAT-Blackjack	60	20378	1
Xiphophorus_maculatus	LTR/ERV1	138	64403	3
Xiphophorus_maculatus	LTR/Ngaro	460	152900	3
Xiphophorus_maculatus	LINE/Dong-R4	49	22083	1
Xiphophorus_maculatus	DNA/TcMar-Tigger	1671	680736	9
Xiphophorus_maculatus	DNA/hAT	6377	2848511	19
Xiphophorus_maculatus	LINE/Jockey	122	73472	1
Xiphophorus_maculatus	SINE/MIR	18	8825	1
Xiphophorus_maculatus	LTR/Copia	55	44543	1
Xiphophorus_maculatus	DNA/PIF-ISL2EU	161	62840	3
Xiphophorus_maculatus	DNA/P	202	86715	1
Xiphophorus_maculatus	LINE/I-Nimb	61	30821	1
Xiphophorus_maculatus	LTR/Pao	98	72343	1
Xiphophorus_maculatus	DNA/MULE-MuDR	148	54657	1
Xiphophorus_maculatus	DNA/hAT-hAT5	113	41941	1
Xiphophorus_maculatus	DNA/Sola	330	168047	2
Xiphophorus_maculatus	LINE/Proto2	72	47234	1
Lepisosteus_oculatus	SINE/Deu	19926	9274158	19
Lepisosteus_oculatus	LINE/CR1	17597	8156327	27
Lepisosteus_oculatus	SINE/5S	2047	948982	2
Lepisosteus_oculatus	LTR/Ngaro	925	421992	7
Lepisosteus_oculatus	LINE/L2	9120	5254308	33
Lepisosteus_oculatus	SINE/V	15996	5313148	10
Lepisosteus_oculatus	DNA/TcMar-Tigger	1995	947563	11
Lepisosteus_oculatus	LINE/L1	1885	946406	15
Lepisosteus_oculatus	DNA/Sola	697	350118	2
Lepisosteus_oculatus	DNA/hAT-Charlie	2829	1889046	15
Lepisosteus_oculatus	SINE/MIR	12	3703	1
Lepisosteus_oculatus	LINE/Penelope	3757	2386695	6
Lepisosteus_oculatus	LINE/RTE-X	1115	574262	6
Lepisosteus_oculatus	LINE/RTE-BovB	1063	562410	10
Lepisosteus_oculatus	LINE/Rex-Babar	8344	5442571	45
Lepisosteus_oculatus	DNA/TcMar-Tc1	18248	10811110	47
Lepisosteus_oculatus	DNA/MuLE-NOF	368	283920	1
Lepisosteus_oculatus	LINE/L1-Tx1	586	465549	3
Lepisosteus_oculatus	SINE/tRNA-RTE	1518	737331	2
Lepisosteus_oculatus	LTR/Gypsy	3025	2490026	12
Lepisosteus_oculatus	DNA/PIF-Harbinger	277	146001	3
Lepisosteus_oculatus	LTR/ERV1	441	327356	1
Lepisosteus_oculatus	DNA/hAT	199	84003	2
Lepisosteus_oculatus	DNA/hAT-Tip100	502	315477	4
Lepisosteus_oculatus	LTR/Gypsy-Cigr	515	246035	3
Lepisosteus_oculatus	DNA/TcMar-Mariner	135	88753	1
Lepisosteus_oculatus	LTR/Pao	146	97599	1
Lepisosteus_oculatus	DNA/Maverick	517	576792	2
Lepisosteus_oculatus	LINE/Jockey	85	45763	1
Lepisosteus_oculatus	DNA/hAT-Ac	169	96031	1
Lepisosteus_oculatus	DNA/P	65	28651	1
Lepisosteus_oculatus	DNA/PiggyBac	52	16643	1
Lepisosteus_oculatus	LTR/ERVK	46	20252	1
Neolamprologus_brichardi	DNA/hAT-Tip100	548	227761	4
Neolamprologus_brichardi	DNA/TcMar-Tc1	29049	14336471	98
Neolamprologus_brichardi	LINE/L2	10766	5435769	66
Neolamprologus_brichardi	LINE/RTE-BovB	5476	2442936	29
Neolamprologus_brichardi	LTR/Gypsy	1956	1181800	20
Neolamprologus_brichardi	DNA/hAT	3365	1586846	23
Neolamprologus_brichardi	LINE/Penelope	2514	1240824	17
Neolamprologus_brichardi	DNA/hAT-Ac	4351	2020122	28
Neolamprologus_brichardi	LTR/Ngaro	1305	451221	4
Neolamprologus_brichardi	DNA/PIF-Harbinger	1970	904271	10
Neolamprologus_brichardi	LINE/Rex-Babar	3347	1691997	47
Neolamprologus_brichardi	SINE/V	361	116813	2
Neolamprologus_brichardi	LTR/ERVK	57	19093	1
Neolamprologus_brichardi	SINE/MIR	1859	584546	6
Neolamprologus_brichardi	DNA/Novosib	241	119486	3
Neolamprologus_brichardi	LINE/Dong-R4	1712	825286	9
Neolamprologus_brichardi	DNA/PiggyBac	893	286741	4
Neolamprologus_brichardi	DNA/PIF-ISL2EU	262	146840	2
Neolamprologus_brichardi	DNA/hAT-Charlie	3881	1499983	24
Neolamprologus_brichardi	DNA/hAT-Blackjack	3	921	1
Neolamprologus_brichardi	DNA/TcMar-Tc2	2394	1349486	6
Neolamprologus_brichardi	LINE/L1	1856	1044661	15
Neolamprologus_brichardi	DNA/hAT-hAT5	40	14487	1
Neolamprologus_brichardi	LTR/ERV1	331	171341	1
Neolamprologus_brichardi	DNA/CMC-EnSpm	174	82506	6
Neolamprologus_brichardi	DNA/TcMar-Tigger	140	48920	2
Neolamprologus_brichardi	LINE/I	4	1254	1
Neolamprologus_brichardi	LINE/RTE	236	89399	3
Neolamprologus_brichardi	LTR/Copia	421	188845	1
Neolamprologus_brichardi	LTR/DIRS	142	78690	3
Neolamprologus_brichardi	LINE/I-Nimb	30	12807	1
Neolamprologus_brichardi	DNA/hAT-hATx	151	47060	1
Neolamprologus_brichardi	DNA/TcMar-Mariner	54	18833	3
Neolamprologus_brichardi	DNA/hAT-hobo	46	17665	1
Neolamprologus_brichardi	LINE/R2-Hero	234	125712	3
Neolamprologus_brichardi	DNA/TcMar-Fot1	59	42049	1
Neolamprologus_brichardi	DNA/Sola	92	28726	1
Neolamprologus_brichardi	LINE/Jockey	64	35988	1
Neolamprologus_brichardi	DNA/hAT-Tol2	99	67415	1
Neolamprologus_brichardi	DNA/hAT-Pegasus	38	17984	1
Neolamprologus_brichardi	DNA/MULE-MuDR	2	755	2
Neolamprologus_brichardi	DNA/TcMar-ISRm11	65	35695	1
Neolamprologus_brichardi	DNA/Zisupton-hAT-hybrid	122	55422	1
Seriola_dumerili	DNA/hAT	1211	488614	10
Seriola_dumerili	DNA/hAT-Charlie	630	519373	6
Seriola_dumerili	RC/Helitron	2733	1361305	11
Seriola_dumerili	DNA/Novosib	477	246171	3
Seriola_dumerili	DNA/Sola	81	33190	3
Seriola_dumerili	DNA/TcMar-Tc1	4877	2621828	47
Seriola_dumerili	DNA/CMC-EnSpm	863	437947	7
Seriola_dumerili	DNA/hAT-Tip100	293	164687	3
Seriola_dumerili	DNA/hAT-Ac	3408	1452884	31
Seriola_dumerili	LTR/ERVK	414	176881	2
Seriola_dumerili	DNA/PIF-Harbinger	1175	611754	15
Seriola_dumerili	DNA/Kolobok-T2	412	352882	4
Seriola_dumerili	LINE/RTE-BovB	908	626174	2
Seriola_dumerili	LINE/I	36	13531	1
Seriola_dumerili	LINE/L2	2224	1009514	33
Seriola_dumerili	DNA/Maverick	145	89596	3
Seriola_dumerili	LINE/Penelope	375	368826	6
Seriola_dumerili	DNA/hAT-Tol2	483	193028	1
Seriola_dumerili	LTR/Ngaro	435	149906	1
Seriola_dumerili	LTR/Gypsy	1968	1370746	20
Seriola_dumerili	LTR/Copia	762	571133	3
Seriola_dumerili	LINE/Rex-Babar	1702	1170940	14
Seriola_dumerili	DNA/P	1	309	1
Seriola_dumerili	LINE/Jockey	27	10924	1
Seriola_dumerili	DNA/MULE-MuDR	1	507	1
Seriola_dumerili	DNA/hAT-Tag1	32	10553	1
Seriola_dumerili	DNA/Zisupton-hAT-hybrid	3	917	1
Seriola_dumerili	LINE/RTE-X	122	54308	5
Seriola_dumerili	LINE/R2	6	1898	1
Seriola_dumerili	DNA/hAT-hAT5	93	47558	2
Seriola_dumerili	LINE/R2-Hero	199	179923	2
Seriola_dumerili	LINE/I-Nimb	10	3620	1
Seriola_dumerili	LINE/L1	287	220124	4
Seriola_dumerili	DNA/TcMar-ISRm11	170	95035	2
Seriola_dumerili	DNA/hAT-Blackjack	21	8054	1
Seriola_dumerili	SINE/ID	45	24303	1
Seriola_dumerili	LTR/DIRS	39	27851	1
Seriola_dumerili	LINE/L1-Tx1	238	177083	3
Seriola_dumerili	DNA/hAT-hobo	29	9726	1
Seriola_dumerili	LTR/Pao	284	197519	2
Seriola_dumerili	LTR/ERV1	73	36267	1
Seriola_dumerili	DNA/PiggyBac	52	33275	1
Seriola_dumerili	DNA/Academ	125	62608	1
Seriola_dumerili	DNA/TcMar-Sagan	61	41288	1
Seriola_dumerili	SINE/5S	28	23786	1
Monopterus_albus	DNA/PIF-Harbinger	1564	874093	19
Monopterus_albus	LTR/Gypsy	1817	1086433	15
Monopterus_albus	RC/Helitron	130	57337	4
Monopterus_albus	LINE/L2	12076	6772225	59
Monopterus_albus	LINE/Penelope	1284	672833	9
Monopterus_albus	LTR/Ngaro	2914	1321187	5
Monopterus_albus	LINE/Rex-Babar	14459	8727022	57
Monopterus_albus	LINE/RTE	3186	1781660	4
Monopterus_albus	DNA/TcMar-Tc1	19251	13381473	82
Monopterus_albus	LTR/ERV1	2436	1488756	19
Monopterus_albus	DNA/hAT	2409	1118307	15
Monopterus_albus	LTR/DIRS	523	328222	2
Monopterus_albus	DNA/hAT-Ac	3467	1585299	45
Monopterus_albus	DNA/hAT-Tol2	1881	840430	4
Monopterus_albus	SINE/V	1940	642045	5
Monopterus_albus	DNA/Maverick	840	775341	5
Monopterus_albus	DNA/hAT-Tip100	758	398764	8
Monopterus_albus	LINE/L1	1319	698623	8
Monopterus_albus	DNA/hAT-Charlie	2104	1121032	23
Monopterus_albus	DNA/PiggyBac	325	176927	4
Monopterus_albus	DNA/Kolobok-T2	212	117167	2
Monopterus_albus	LINE/RTE-BovB	3690	1768334	11
Monopterus_albus	DNA/CMC-EnSpm	1948	1029744	4
Monopterus_albus	LINE/Dong-R4	1787	1076531	8
Monopterus_albus	LTR/Gypsy-Cigr	355	211834	3
Monopterus_albus	LINE/I	305	137496	2
Monopterus_albus	DNA/TcMar-Tigger	113	59035	1
Monopterus_albus	DNA/TcMar-ISRm11	138	69699	1
Monopterus_albus	LINE/Jockey	79	40311	1
Monopterus_albus	SINE/5S	20	9215	1
Monopterus_albus	DNA/CMC-Chapaev-3	57	25436	1
Monopterus_albus	LINE/R2-Hero	309	175301	2
Monopterus_albus	DNA/MULE-MuDR	180	85045	4
Monopterus_albus	DNA/hAT-hobo	189	92776	1
Monopterus_albus	DNA/hAT-hAT5	23	9705	1
Monopterus_albus	LINE/L1-Tx1	824	473762	3
Monopterus_albus	LINE/I-Nimb	30	11565	1
Monopterus_albus	DNA/TcMar-Tc2	75	36049	1
Monopterus_albus	LINE/Proto2	563	339234	4
Monopterus_albus	DNA/TcMar-Stowaway	40	19603	1
Monopterus_albus	LINE/CR1	413	217905	1
Monopterus_albus	DNA/P	83	47706	1
Monopterus_albus	DNA/TcMar	28	12959	1
Monopterus_albus	LTR/Pao	6	1941	1
Monopterus_albus	DNA/Novosib	3	987	1
Monopterus_albus	LINE/RTE-X	16	7432	1
Dicentrarchus_labrax	LINE/L2	7349	5941451	27
Dicentrarchus_labrax	LINE/Rex-Babar	3323	1854597	24
Dicentrarchus_labrax	DNA/TcMar-Tc1	3215	1823540	21
Dicentrarchus_labrax	DNA/hAT-Charlie	992	495520	9
Dicentrarchus_labrax	LINE/I-Nimb	45	23860	2
Dicentrarchus_labrax	DNA/hAT-Ac	687	348079	8
Dicentrarchus_labrax	DNA/PIF-ISL2EU	128	64312	2
Dicentrarchus_labrax	DNA/hAT-Tip100	445	274134	4
Dicentrarchus_labrax	LTR/Ngaro	220	192184	2
Dicentrarchus_labrax	LINE/RTE-X	478	223953	7
Dicentrarchus_labrax	LINE/RTE-BovB	227	146307	2
Dicentrarchus_labrax	LINE/Dong-R4	218	198637	1
Dicentrarchus_labrax	DNA/Kolobok-T2	597	338044	4
Dicentrarchus_labrax	DNA/PiggyBac	126	142559	2
Dicentrarchus_labrax	DNA/TcMar-ISRm11	81	44487	1
Dicentrarchus_labrax	LTR/Gypsy	222	184389	3
Dicentrarchus_labrax	LINE/Penelope	41	20084	2
Dicentrarchus_labrax	LTR/Pao	135	130600	1
Dicentrarchus_labrax	DNA/PIF-Harbinger	342	224678	4
Dicentrarchus_labrax	DNA/hAT-Blackjack	36	15126	1
Dicentrarchus_labrax	LTR/ERV1	73	51088	1
Dicentrarchus_labrax	LINE/R2-Hero	23	12798	1
Dicentrarchus_labrax	LINE/L1	88	64646	1
Maccullochella_peelii	DNA/hAT-Ac	5889	2109251	28
Maccullochella_peelii	LINE/LOA	657	233272	1
Maccullochella_peelii	DNA/Novosib	183	57963	2
Maccullochella_peelii	DNA/TcMar-Tc1	3875	2496313	20
Maccullochella_peelii	DNA/PiggyBac	197	92875	5
Maccullochella_peelii	DNA/hAT-hAT5	1104	358982	4
Maccullochella_peelii	DNA/CMC-EnSpm	1097	601384	9
Maccullochella_peelii	DNA/hAT	2401	958933	13
Maccullochella_peelii	DNA/hAT-Tol2	2359	893287	4
Maccullochella_peelii	LINE/L2	6914	3876967	62
Maccullochella_peelii	DNA/Sola	7	3092	1
Maccullochella_peelii	DNA/PIF-ISL2EU	183	94111	4
Maccullochella_peelii	LINE/Rex-Babar	2612	1262146	31
Maccullochella_peelii	SINE/MIR	95	64708	3
Maccullochella_peelii	LTR/Ngaro	650	218387	1
Maccullochella_peelii	DNA/hAT-Charlie	1897	782708	15
Maccullochella_peelii	DNA/PIF-Harbinger	1189	515336	17
Maccullochella_peelii	SINE/5S	118	59010	1
Maccullochella_peelii	LINE/RTE-X	552	277855	10
Maccullochella_peelii	LTR/ERV1	543	411970	5
Maccullochella_peelii	LINE/RTE	467	177286	3
Maccullochella_peelii	LINE/RTE-BovB	1328	728042	5
Maccullochella_peelii	LINE/Penelope	158	70849	3
Maccullochella_peelii	SINE/V	28	8718	1
Maccullochella_peelii	DNA/TcMar-Tc2	153	65263	2
Maccullochella_peelii	LTR/Gypsy	1905	1402389	22
Maccullochella_peelii	LINE/R1	94	106114	2
Maccullochella_peelii	DNA/TcMar	188	87104	2
Maccullochella_peelii	DNA/Maverick	98	44318	1
Maccullochella_peelii	DNA/hAT-hobo	157	92966	1
Maccullochella_peelii	LINE/L1	59	27753	2
Maccullochella_peelii	DNA/Kolobok-T2	382	222884	3
Maccullochella_peelii	DNA/hAT-Tip100	162	104275	2
Maccullochella_peelii	DNA/TcMar-ISRm11	146	71665	1
Maccullochella_peelii	LINE/R2-Hero	90	54269	1
Maccullochella_peelii	LINE/I	383	152919	3
Maccullochella_peelii	LINE/Dong-R4	964	431657	7
Maccullochella_peelii	DNA/hAT-Tag1	20	6371	1
Maccullochella_peelii	RC/Helitron	125	69807	1
Maccullochella_peelii	LTR/DIRS	477	424029	3
Maccullochella_peelii	LINE/Jockey	158	105300	1
Maccullochella_peelii	LINE/I-Nimb	92	57846	1
Maccullochella_peelii	DNA/Crypton	13	5706	1
Maccullochella_peelii	DNA/TcMar-Pogo	76	38080	1
Maccullochella_peelii	LTR/Copia	53	20913	1
Maccullochella_peelii	LINE/L1-Tx1	264	280907	2
Larimichthys_crocea	DNA/hAT-Ac	2244	1041590	27
Larimichthys_crocea	DNA/hAT-Tol2	158	66545	3
Larimichthys_crocea	DNA/hAT	1145	536091	10
Larimichthys_crocea	DNA/Novosib	147	86055	4
Larimichthys_crocea	DNA/Sola	8	14188	3
Larimichthys_crocea	LINE/Dong-R4	246	170874	2
Larimichthys_crocea	LTR/Pao	278	237174	2
Larimichthys_crocea	LTR/Ngaro	209	146736	3
Larimichthys_crocea	SINE/V	542	196657	3
Larimichthys_crocea	DNA/CMC-EnSpm	638	313065	15
Larimichthys_crocea	DNA/PIF-Harbinger	887	558263	8
Larimichthys_crocea	LINE/RTE-BovB	1679	861406	6
Larimichthys_crocea	LINE/Rex-Babar	2189	1127474	31
Larimichthys_crocea	DNA/hAT-Tip100	422	213867	7
Larimichthys_crocea	DNA/TcMar-Tc1	2853	1405250	26
Larimichthys_crocea	DNA/hAT-Charlie	2271	951098	21
Larimichthys_crocea	LTR/Gypsy	1767	1456422	15
Larimichthys_crocea	LTR/DIRS	163	136964	2
Larimichthys_crocea	LINE/RTE	1078	645446	3
Larimichthys_crocea	SINE/MIR	478	149556	4
Larimichthys_crocea	LINE/L2	3503	2037214	39
Larimichthys_crocea	DNA/hAT-hAT5	254	111093	4
Larimichthys_crocea	DNA/Maverick	341	330221	5
Larimichthys_crocea	DNA/TcMar-ISRm11	307	200292	2
Larimichthys_crocea	LINE/L1	599	470964	9
Larimichthys_crocea	LINE/Penelope	105	103727	3
Larimichthys_crocea	DNA/MULE-MuDR	17	5822	1
Larimichthys_crocea	RC/Helitron	1348	882791	6
Larimichthys_crocea	DNA/TcMar-Tigger	1209	431110	4
Larimichthys_crocea	LTR/ERV1	610	541566	4
Larimichthys_crocea	DNA/hAT-hobo	28	11967	1
Larimichthys_crocea	LINE/I-Nimb	163	97550	1
Larimichthys_crocea	DNA/Kolobok-T2	32	19854	1
Larimichthys_crocea	DNA/TcMar-Tc2	212	98814	3
Larimichthys_crocea	SINE/5S	77	84882	1
Larimichthys_crocea	LINE/I	18	7997	1
Larimichthys_crocea	LINE/R2-Hero	113	137520	2
Larimichthys_crocea	SINE/tRNA-Glu	15	17966	1
Larimichthys_crocea	DNA/PiggyBac	34	13768	1
Larimichthys_crocea	LINE/Proto2	24	8242	1
Larimichthys_crocea	DNA/TcMar	58	63893	1
Larimichthys_crocea	LINE/RTE-X	42	21633	1
Gallirallus_okinawae	SINE/Deu	3	946	1
Gallirallus_okinawae	LINE/CR1	16982	7157855	105
Gallirallus_okinawae	LTR/ERVL	3625	1429048	43
Gallirallus_okinawae	DNA/Sola	170	68505	1
Gallirallus_okinawae	LINE/Penelope	21	8749	1
Gallirallus_okinawae	LTR/ERV1	347	157987	12
Gallirallus_okinawae	DNA/CMC-EnSpm	3	1053	1
Gallirallus_okinawae	LTR/Pao	103	51877	1
Gallirallus_okinawae	LTR/ERVK	7	2471	3
Anoplopoma_fimbria	LTR/Ngaro	188	112061	5
Anoplopoma_fimbria	LTR/Copia	508	191497	1
Anoplopoma_fimbria	LINE/L2	1836	843320	34
Anoplopoma_fimbria	LINE/Rex-Babar	974	404662	15
Anoplopoma_fimbria	DNA/TcMar-Tc1	281	108114	11
Anoplopoma_fimbria	DNA/PIF-Harbinger	413	184213	9
Anoplopoma_fimbria	DNA/hAT	2197	861299	7
Anoplopoma_fimbria	LTR/Gypsy	590	287352	11
Anoplopoma_fimbria	DNA/hAT-Ac	1907	741303	29
Anoplopoma_fimbria	RC/Helitron	226	123512	3
Anoplopoma_fimbria	DNA/hAT-Charlie	251	108606	8
Anoplopoma_fimbria	DNA/CMC-EnSpm	506	292413	3
Anoplopoma_fimbria	DNA/hAT-Tip100	69	29543	2
Anoplopoma_fimbria	DNA/Kolobok-T2	798	352886	3
Anoplopoma_fimbria	LINE/RTE-BovB	623	258733	5
Anoplopoma_fimbria	DNA/hAT-hobo	13	4536	1
Anoplopoma_fimbria	DNA/TcMar	81	30914	1
Anoplopoma_fimbria	LTR/Pao	96	40626	1
Anoplopoma_fimbria	DNA/MULE-MuDR	16	4970	1
Anoplopoma_fimbria	LINE/I	112	54275	4
Anoplopoma_fimbria	LTR/DIRS	63	29373	1
Anoplopoma_fimbria	LINE/R1	16	6155	1
Anoplopoma_fimbria	DNA/PiggyBac	145	65677	1
Anoplopoma_fimbria	LINE/RTE-X	122	48196	2
Anoplopoma_fimbria	DNA/Crypton	73	34395	1
Anoplopoma_fimbria	DNA/PIF-ISL2EU	444	202221	2
Anoplopoma_fimbria	DNA/Maverick	28	12282	1
Anoplopoma_fimbria	LINE/Proto2	41	17772	1
Xiphophorus_hellerii	DNA/hAT-Ac	6165	2766556	24
Xiphophorus_hellerii	DNA/hAT	2340	984655	14
Xiphophorus_hellerii	LINE/L1	276	137063	5
Xiphophorus_hellerii	DNA/TcMar-Tigger	1392	493453	6
Xiphophorus_hellerii	LINE/Rex-Babar	2366	1086976	30
Xiphophorus_hellerii	DNA/TcMar-Tc1	17208	7498728	113
Xiphophorus_hellerii	LINE/L2	5511	2760737	51
Xiphophorus_hellerii	SINE/V	1335	452672	5
Xiphophorus_hellerii	LTR/Gypsy	3306	1806910	10
Xiphophorus_hellerii	DNA/PIF-Harbinger	3924	1829947	12
Xiphophorus_hellerii	LINE/Jockey	557	258592	2
Xiphophorus_hellerii	DNA/hAT-hAT5	831	311225	5
Xiphophorus_hellerii	DNA/PiggyBac	2775	1309846	4
Xiphophorus_hellerii	LINE/RTE-BovB	1470	906858	8
Xiphophorus_hellerii	DNA/PIF-ISL2EU	1353	693652	7
Xiphophorus_hellerii	DNA/hAT-Charlie	3203	1626279	20
Xiphophorus_hellerii	DNA/TcMar-Tc2	600	278805	6
Xiphophorus_hellerii	RC/Helitron	1552	663014	3
Xiphophorus_hellerii	LTR/Ngaro	6	2300	1
Xiphophorus_hellerii	DNA/Kolobok-T2	186	84776	1
Xiphophorus_hellerii	LINE/Penelope	54	20240	1
Xiphophorus_hellerii	DNA/TcMar-Pogo	53	19897	1
Xiphophorus_hellerii	LINE/RTE	1025	540728	2
Xiphophorus_hellerii	LTR/DIRS	21	6810	1
Xiphophorus_hellerii	SINE/MIR	28	8970	2
Xiphophorus_hellerii	DNA/hAT-Tip100	1199	568563	9
Xiphophorus_hellerii	DNA/hAT-Tol2	1686	801112	5
Xiphophorus_hellerii	LINE/I	180	92854	3
Xiphophorus_hellerii	DNA/CMC-EnSpm	69	27843	2
Xiphophorus_hellerii	DNA/MULE-MuDR	115	42168	1
Xiphophorus_hellerii	LTR/ERV1	66	29777	1
