query	subject	qStart	qEnd	sStart	sEnd
gi|924428057|ref|NW_013952410.1|:5845380:5846149:+	gi|924425607|ref|NW_013953940.1|:57911:58405:-	1	350	412	63
gi|1019159136|ref|NW_015505200.1|:2504423:2505017:-	gi|1019157097|ref|NW_015505362.1|:1160704:1161658:-	1	595	214	798
LKNJ01000415.1:25950:26800:+	LKNJ01001295.1:31920:33320:-	1	851	842	1
NC_035077.1:46367965:46369446:+	NC_035099.1:32417141:32418601:+	1	1445	1	1458
gi|1019158346|ref|NW_015505267.1|:1410133:1411586:+	gi|1019159263|ref|NW_015505190.1|:2911744:2912668:-	692	1454	925	163
NC_035081.1:32808329:32809530:+	NC_035101.1:13600522:13601289:-	6	453	566	119
HG925232.1:1810479:1811741:-	HG926577.1:129027:129756:+	1	677	672	1
NC_035102.1:36481665:36482787:-	gi|1022404765|ref|NW_015660016.1|:212563:213156:-	1	424	182	594
gi|778157806|ref|NW_012011566.1|:696251:697982:-	gi|778161249|ref|NW_012011056.1|:5459746:5461453:+	2	1692	1696	1
gi|429476289|ref|NW_004087896.1|:62150916:62152611:+	gi|429476272|ref|NW_004087905.1|:608225:610943:+	244	1696	1	1454
gi|545793444|ref|NW_005187479.1|:1343434:1344826:-	gi|545793355|ref|NW_005187568.1|:860491:862037:+	1	1393	1384	1
ref|NW_019174280.1|:813312:814029:+	ref|NW_019172894.1|:481277:483278:+	1	703	1293	1993
HE570147.1:1794976:1795946:+	CAEA01308877.1:602:1611:+	1	971	3	1010
NC_029650.1:47828061:47829602:+	NC_029656.1:12139528:12141044:+	1	1542	2	1517
gi|1154409790|ref|NW_018086064.1|:910497:912135:-	gi|1154409819|ref|NW_018086035.1|:1943368:1944931:+	3	1544	41	1562
KN462803.1:553708:554076:-	KN460356.1:879575:880135:+	1	340	560	220
gi|1051343079|ref|NW_016694794.1|:34047019:34048328:+	gi|1051343072|ref|NW_016694801.1|:107074703:107075752:-	272	1310	1050	14
gi|925216727|ref|NC_027308.1|:13590200:13591665:-	gi|925216783|ref|NC_027300.1|:77054392:77055450:+	276	1310	1057	3
ref|NW_019170543.1|:14502676:14504381:+	ref|NW_019171529.1|:250110:251819:-	1	1497	1710	240
ref|NW_019170548.1|:136485:138117:+	ref|NW_019170535.1|:26594435:26596072:+	1	1633	1	1638
gi|829750275|ref|NW_012219298.1|:1304376:1306455:+	gi|829716739|ref|NW_012222543.1|:57935:59511:-	526	2080	1574	20
gi|1104753317|ref|NW_017613875.1|:32116596:32118205:-	gi|1104753472|ref|NW_017613866.1|:28409262:28410559:+	1	1298	1298	1
gi|972894227|ref|NW_015168716.1|:160192:163119:+	gi|972890388|ref|NW_015172555.1|:1564283:1567504:-	1	2928	3122	193
gi|553016880|ref|NW_005804126.1|:1540663:1542093:-	gi|552999038|ref|NW_005818257.1|:141904:143270:-	512	1431	1	906
CYUI01015005.1:4614438:4618519:+	CYUI01014920.1:1534654:1540683:-	1	4082	4083	5
gi|1167782790|ref|NW_018127931.1|:6521797:6523190:-	gi|1167782739|ref|NW_018127967.1|:884052:885324:+	125	1394	1273	4
CYUI01015150.1:1653433:1655564:+	CYUI01015209.1:3525864:3526952:+	112	1197	1	1082
gi|925216720|ref|NC_027311.1|:68629770:68631403:+	gi|925139571|ref|NW_012352357.1|:5481:7123:+	1	1622	1	1640
LIAG010011942.1:10708:12355:+	LIAG010700528.1:1:1392:+	159	1532	1	1384
gi|1137562562|ref|NW_017859643.1|:2260144:2260624:-	gi|1097043911|ref|NW_017541749.1|:30352:30943:-	11	481	1	471
NW_003642368.1:1:945:+	ref|NW_018754501.1|:21561:27701:+	2	945	4845	5788
gi|829744199|ref|NW_012219765.1|:550572:551061:-	gi|829716577|ref|NW_012222569.1|:2114983:2115797:-	38	490	354	806
gi|1167782520|ref|NW_018128080.1|:15890:17513:+	gi|1167782427|ref|NW_018128164.1|:260555:262177:-	1	1624	1623	1
gi|1104753222|ref|NW_017613881.1|:7309073:7310806:-	gi|1104753381|ref|NW_017613870.1|:53125430:53126295:+	27	831	805	2
gi|925216725|ref|NC_027309.1|:76144137:76145331:-	gi|925216691|ref|NC_027324.1|:49967438:49968130:-	202	889	4	693
NC_029655.1:17765459:17766454:-	NC_029657.1:5874026:5875264:+	1	996	996	1
gi|656463617|ref|NW_007577944.1|:413799:414416:-	gi|545787024|ref|NW_005179402.1|:5646547:5646959:+	573	226	10	359
gi|1097026260|ref|NW_017543356.1|:2015364:2016471:-	gi|1097046144|ref|NW_017541679.1|:367272:367688:+	1	417	417	1
gi|1019156483|ref|NW_015505423.1|:394371:395985:-	gi|1019145715|ref|NW_015506440.1|:62657:64059:-	1	1381	1	1403
NC_030823.1:41104962:41107401:-	NC_030810.1:110793465:110796837:-	4	2011	2163	142
gi|476573835|ref|NW_004482513.1|:1027943:1032387:+	gi|476560658|ref|NW_004495685.1|:2100901:2105593:-	1	4445	4547	99
KQ556847.1:27765111:27765598:+	KN483234.1:3422:4900:+	1	484	639	1120
gi|590107106|ref|NW_006724458.1|:33165995:33170269:-	gi|590095140|ref|NW_006730234.1|:10192827:10198095:-	373	4275	197	4087
gi|925216751|ref|NC_027306.1|:19404568:19406188:+	gi|925216757|ref|NC_027305.1|:30198917:30200542:-	1	1621	1618	1
NC_035094.1:28940959:28942384:+	NC_035087.1:69359421:69361029:+	34	1426	3	1390
NW_003223986.1:3:597:+	gi|930648370|ref|NW_014013909.1|:21642594:21644092:-	595	1	220	814
NC_035083.1:69494177:69495813:+	NC_035104.1:12774262:12775898:-	1	1635	1637	3
ref|NC_034588.1|:15192192:15193725:+	ref|NC_034572.1|:100969069:100969799:-	68	793	731	1
gi|925216720|ref|NC_027311.1|:65680533:65682118:-	gi|925216694|ref|NC_027323.1|:29135459:29137049:-	1	1586	1	1591
gi|657100402|ref|NC_024316.1|:392830:393688:+	gi|657099915|ref|NW_007584023.1|:109412:110256:-	180	859	814	135
gi|925216730|ref|NC_027307.1|:25374713:25375736:+	gi|925216725|ref|NC_027309.1|:39303513:39304406:+	352	919	1	578
gi|1041775292|ref|NC_030416.1|:8582469:8584078:-	gi|1041775128|ref|NW_016097458.1|:3278147:3279540:+	1	1416	1394	1
gi|1127425664|ref|NW_017844718.1|:89094478:89095445:+	gi|1127432401|ref|NC_032650.1|:147937452:147938454:-	20	959	46	985
gi|1019157262|ref|NW_015505346.1|:949215:950087:-	gi|1019154229|ref|NW_015505618.1|:472758:473060:+	510	810	301	1
JACM01035314.1:6121:6889:+	KN478865.1:7311:8186:-	14	769	747	1
gi|925216780|ref|NC_027301.1|:21319553:21321122:+	gi|925216711|ref|NC_027315.1|:67207841:67209451:+	134	1570	177	1610
CM003240.1:28519894:28521341:-	CM003240.1:50475425:50477302:-	79	1443	1	1364
gi|1097090679|ref|NW_017537953.1|:807982:809034:+	gi|1097085656|ref|NW_017538259.1|:398019:398753:-	1	688	686	1
gi|778162914|ref|NW_012000909.1|:5955849:5958415:+	gi|778120963|ref|NW_012005490.1|:18328874:18331306:+	1	2424	29	2430
gi|1070654543|ref|NW_017307706.1|:120923:121951:+	gi|1070652881|ref|NW_017309368.1|:60961:62204:-	1	1025	1030	3
gi|1070655903|ref|NW_017306347.1|:286433:287252:-	gi|1070655452|ref|NW_017306798.1|:461310:461841:+	33	539	529	18
gi|1104468815|ref|NW_017609027.1|:217284:218309:+	KN461485.1:62801:63334:-	943	470	31	496
gi|1104753222|ref|NW_017613881.1|:25328264:25328728:-	FLSR01000243.1:283074:283562:-	23	465	16	470
gi|1167782762|ref|NW_018127945.1|:4106625:4107186:+	gi|1167782452|ref|NW_018128139.1|:458264:458802:+	1	458	88	539
gi|1074025123|ref|NW_017365137.1|:11205:12185:+	gi|1074023407|ref|NW_017366853.1|:9886:10862:-	1	981	977	1
gi|972556936|ref|NW_015150871.1|:659053:659762:-	gi|972556438|ref|NW_015151369.1|:255198:256363:+	78	709	939	282
NC_035093.1:44883378:44884682:-	ref|NW_019170541.1|:3849117:3850718:-	1	1305	5	1309
NC_019861.2:6735836:6737296:+	NC_019879.2:13543986:13545449:-	1	1461	1464	1
gi|1078571204|ref|NW_017372339.1|:960999:962900:-	gi|1041775173|ref|NW_016097413.1|:3936841:3937708:-	430	1154	148	868
gi|1167782637|ref|NW_018128013.1|:405952:406815:-	gi|1167782032|ref|NW_018128322.1|:24166:24836:+	159	863	671	1
gi|1041774883|ref|NW_016097703.1|:395369:396874:-	gi|1041775224|ref|NW_016097362.1|:1595932:1597428:-	1	1064	1	1091
KI316436.1:7336:8447:+	LD637004.1:1791573:1792247:-	941	405	4	542
ref|NW_019170537.1|:8167578:8168119:+	ref|NW_019172170.1|:129406:129886:-	1	492	481	15
gi|1049006349|ref|NW_016683359.1|:80122999:80124629:-	gi|1049006348|ref|NW_016683360.1|:119173574:119175218:-	1	1631	5	1645
gi|1041775098|ref|NW_016097488.1|:401540:403342:-	gi|1041775028|ref|NW_016097558.1|:47413:49215:-	1	1803	1	1803
PIZI01000005.1:13945659:13947254:+	PIZI01000112.1:50295:51774:+	160	1596	37	1480
gi|656461295|ref|NW_007578223.1|:191727:192335:+	gi|656459932|ref|NW_007578502.1|:20908:21710:-	1	609	741	142
gi|925216711|ref|NC_027315.1|:25676669:25678254:+	gi|925159997|ref|NW_012341584.1|:3218062:3219662:+	1	1583	2	1601
gi|409206573|ref|NW_004075873.1|:3274:3629:-	gi|409204786|ref|NW_004077660.1|:4023:4902:-	1	356	525	880
gi|1154409830|ref|NW_018086024.1|:1246411:1247866:-	gi|1154409770|ref|NW_018086084.1|:202755:204576:+	1	1456	361	1817
gi|545784962|ref|NW_005180661.1|:16839:17183:-	LIAG010277775.1:10512:11051:+	345	1	149	493
NW_015444125.1:42015:43599:+	NW_015443997.1:162900:163900:-	574	1585	1001	5
HG916841.1:25836049:25837633:-	HG916851.1:17170930:17172486:-	107	1585	71	1557
NC_035083.1:35659745:35661356:-	NC_035083.1:38819231:38820825:-	1	1612	1	1595
gi|1097095687|ref|NW_017537730.1|:9483579:9484838:-	gi|1097088160|ref|NW_017538103.1|:46964:48147:+	197	1116	1184	248
ref|NW_018760321.1|:490748:492603:+	ref|NW_018758418.1|:1:2199:+	1	1856	356	2194
gi|961418253|ref|NW_015094594.1|:20822:21468:+	gi|972555772|ref|NW_015152035.1|:72926:74033:+	59	593	448	998
gi|925216764|ref|NC_027304.1|:34367036:34367885:+	gi|925216704|ref|NC_027318.1|:51546804:51547950:+	147	850	184	887
gi|1115582903|ref|NW_017731588.1|:126033:126954:-	gi|1115581323|ref|NW_017733168.1|:31076:32000:+	1	922	925	1
LIAG010146430.1:1118:2568:+	LIAG010685896.1:1017:2467:-	1	1419	1451	4
NC_035078.1:51093683:51094490:-	NC_035084.1:31631420:31632377:+	29	808	921	105
gi|619433206|ref|NW_006735261.1|:13698106:13703492:-	gi|619434575|ref|NW_006735239.1|:43614174:43615089:+	943	1844	901	1
NC_035088.1:9364211:9365757:-	NC_035094.1:32193445:32195081:+	1	1545	1576	31
gi|924428047|ref|NW_013952420.1|:1900904:1902517:+	gi|829764792|ref|NW_012217743.1|:10543971:10545342:+	247	1614	1	1370
gi|1051343072|ref|NW_016694801.1|:71781111:71782719:-	gi|1051343068|ref|NW_016694804.1|:59047801:59049366:-	31	1603	2	1563
gi|1019157869|ref|NW_015505300.1|:1693109:1694146:-	gi|1019156536|ref|NW_015505417.1|:668292:669380:+	2	1038	1086	55
gi|1154409387|ref|NW_018086467.1|:168979:170409:+	gi|1154409103|ref|NW_018086751.1|:99397:100208:-	681	1431	794	77
HG916851.1:72513233:72514557:-	HG916851.1:76512209:76513692:+	1	1325	1484	143
NC_019859.2:25732100:25733551:+	NC_019867.2:14673008:14674471:-	1	1452	1464	1
gi|1040649983|ref|NW_016094633.1|:208621:209293:+	gi|545793481|ref|NW_005187442.1|:2032550:2033242:-	671	8	1	673
gi|555311571|ref|NW_005842006.1|:1584848:1585279:+	gi|588684013|ref|NW_006659396.1|:407341:407892:-	2	431	470	51
gi|1040650159|ref|NW_016094457.1|:581795:582726:-	JACN01003713.1:15158:15567:-	35	421	33	410
NW_019873549.1:22902343:22906257:-	NW_019873555.1:26583059:26584846:+	1251	3037	1788	3
NC_035086.1:7965941:7967396:+	NC_035096.1:26916976:26918424:+	57	1453	1	1400
LIAG010054878.1:4297:4867:-	LIAG010295491.1:5:783:+	1	571	750	180
KI304395.1:59097:60123:+	gi|1047493534|ref|NW_016243854.1|:230326:231114:+	219	1027	1	775
NW_010790778.1:1075563:1081755:-	NW_010794253.1:880355:886533:-	12	6192	4	6179
gi|1154409497|ref|NW_018086357.1|:140096:141501:-	gi|1154409052|ref|NW_018086802.1|:1478178:1479304:-	320	1406	1	1115
ref|NW_012224698.1|:2821013:2821957:-	ref|NW_012234572.1|:193947:194893:+	1	945	947	36
gi|194222086|ref|NW_001867383.1|:7514007:7515578:-	gi|194207227|ref|NW_001867387.1|:77580575:77581506:-	132	1031	2	901
gi|1049006349|ref|NW_016683359.1|:64125125:64126699:+	gi|1049006347|ref|NW_016683361.1|:69386942:69388529:-	4	1575	1588	1
gi|469501172|ref|NW_004454156.1|:2897078:2898657:+	CYUI01015518.1:957303:957677:+	706	1070	10	375
NC_035079.1:50648164:50649684:-	NC_035099.1:15060751:15062241:-	115	1477	1	1367
NW_003943614.1:912154:913146:+	NW_003943655.1:12172199:12172975:+	1	599	167	762
gi|1047493445|ref|NW_016243943.1|:15747:16787:-	gi|1047492915|ref|NW_016244473.1|:23557:24269:+	13	725	704	1
gi|1022456169|ref|NW_015633151.1|:95700:96849:+	gi|1022422512|ref|NW_015650692.1|:6148:6943:+	402	1150	18	753
gi|924427092|ref|NW_013952742.1|:653559:654980:-	gi|924427073|ref|NW_013952761.1|:479856:481094:-	1	1232	1	1239
gi|972556588|ref|NW_015151219.1|:133827:135096:-	gi|972556573|ref|NW_015151234.1|:5423:6539:+	259	953	698	10
gi|553009731|ref|NW_005811275.1|:945852:946555:+	gi|553006002|ref|NW_005814795.1|:203647:204351:+	1	647	59	705
gi|925216757|ref|NC_027305.1|:43225814:43227414:+	gi|925216718|ref|NC_027312.1|:41051305:41052763:+	1	1421	19	1459
gi|1047493119|ref|NW_016244269.1|:167214:168106:+	gi|1047492126|ref|NW_016245262.1|:72140:72976:-	79	893	837	5
gi|1047448486|ref|NW_016285268.1|:1:591:-	gi|1047428347|ref|NW_016295658.1|:1:518:+	4	509	518	1
AANH01005919.1:36811:37569:-	AANH01012154.1:83180:84385:+	1	753	998	269
NIVO01069478.1:1483717:1486331:+	NIVO01028099.1:269156:271337:+	1	1982	198	2182
CAEA01153087.1:1:443:+	CAEA01126107.1:244:908:-	1	442	499	59
LIAG010157869.1:1406:2610:-	LIAG012022513.1:38:514:+	365	841	477	1
gi|1041775019|ref|NW_016097567.1|:457174:458172:-	gi|1041774793|ref|NW_016097793.1|:229539:230667:-	1	876	253	1129
gi|1047493596|ref|NW_016243792.1|:141654:142549:+	gi|1047493391|ref|NW_016243997.1|:1002025:1003228:-	1	896	996	101
HG916836.1:17767335:17768457:-	HG916851.1:88726097:88727114:-	16	1009	1	1016
FLSR01000171.1:3912:5142:-	KN635372.1:164632:165766:+	1213	94	1	1133
NIVO01048527.1:786304:787151:-	NIVO01061355.1:1799391:1801470:-	13	843	1	836
NC_035084.1:18826863:18829666:+	NW_018580792.1:459:2566:+	808	2337	10	1524
gi|1097083221|ref|NW_017538371.1|:506894:507534:+	gi|1097078362|ref|NW_017538811.1|:49138:49658:+	61	582	1	521
gi|1154409593|ref|NW_018086261.1|:5878913:5879223:+	gi|1154410354|ref|NW_018085500.1|:1691754:1692075:-	5	311	307	1
gi|553006908|ref|NW_005813889.1|:3535582:3537843:-	gi|553008286|ref|NW_005812715.1|:5784302:5786025:+	20	1722	1690	4
gi|924427190|ref|NW_013952644.1|:208394:210276:-	gi|924426886|ref|NW_013952904.1|:353385:354545:-	2	1148	11	1161
gi|505751119|ref|NW_004558751.1|:5290360:5293173:-	gi|505753859|ref|NW_004558716.1|:41221430:41224348:-	945	2809	992	2914
NW_015444147.1:101347:102956:-	gi|925160104|ref|NW_012341477.1|:689217:690820:-	5	1606	1	1604
gi|972556687|ref|NW_015151120.1|:426966:428579:-	BBOV01028655.1:1:453:+	449	897	453	1
gi|1047493383|ref|NW_016244005.1|:1005114:1006164:-	gi|1047493146|ref|NW_016244242.1|:238503:239696:-	91	954	279	1131
CAAE01014682.1:61971:65463:+	gi|1041775073|ref|NW_016097513.1|:9841558:9842393:+	1880	2715	9	836
NC_035086.1:58071888:58073492:+	NC_035086.1:57458032:57459657:-	1	1605	1626	1
gi|1022438393|ref|NW_015642448.1|:977458:977865:-	gi|1022436230|ref|NW_015643560.1|:436781:437250:-	1	370	101	470
NW_010811353.1:544779:547931:+	NW_010817871.1:128116:132008:+	1	1333	101	1432
gi|1104753431|ref|NW_017613867.1|:35963680:35965205:+	gi|1104749373|ref|NW_017615950.1|:36308:37289:-	540	1526	982	1
gi|1167782830|ref|NW_018127898.1|:7416526:7417429:-	gi|1167782563|ref|NW_018128037.1|:804359:805028:+	1	671	670	1
PIZI01000062.1:2132213:2133802:-	PIZI01000005.1:23468706:23470314:+	1	1590	2	1609
gi|550711787|ref|NW_005392887.1|:88253:90752:-	gi|550711764|ref|NW_005392910.1|:2072488:2075150:+	1	2500	2508	25
ref|NW_018354071.1|:512464:514107:-	ref|NW_018358530.1|:34970:35976:-	91	1142	1	1007
gi|1097093215|ref|NW_017537745.1|:13410282:13411441:+	gi|1097085676|ref|NW_017538239.1|:2823681:2825022:-	1	799	1328	533
NC_035081.1:76342946:76344557:+	NC_035088.1:78399357:78400967:+	1	1573	1	1569
NC_012596.1:157819172:157820447:-	NW_002931406.1:3803:5013:-	36	1276	36	1211
KV751318.1:8902896:8904390:+	KV751317.1:4285471:4286160:+	811	1473	1	661
NC_029661.1:30612148:30613376:+	NC_029667.1:8454580:8455823:-	1	1229	1239	1
BBOV01386773.1:186:615:+	gi|1051343063|ref|NW_016694809.1|:62620330:62621348:-	430	1	359	787
gi|960326746|ref|NW_014804564.1|:9628439:9630465:-	gi|960231160|ref|NW_014866315.1|:1:1315:+	629	1956	1315	1
NC_035079.1:45371529:45373110:+	NC_035094.1:27622853:27624275:-	633	1460	832	2
gi|429476297|ref|NW_004087891.1|:20557772:20561379:+	gi|429476294|ref|NW_003501380.2|:15202355:15207230:-	4	3608	3633	13
NC_035083.1:51024698:51026338:+	NC_035077.1:18456163:18457793:+	1	1636	1	1631
LVCR01003683.1:59563:60353:+	LVCR01017515.1:6247:7097:+	6	590	272	851
gi|545793512|ref|NW_005187411.1|:2656265:2656773:+	gi|545793293|ref|NW_005187630.1|:267249:268037:-	1	462	574	114
gi|558499588|ref|NW_006210771.1|:2147513:2151149:+	gi|558499408|ref|NW_006210951.1|:1193634:1194946:-	1034	2341	1308	1
gi|1154410309|ref|NW_018085545.1|:2424624:2426246:+	gi|1154410452|ref|NW_018085402.1|:725899:727519:+	1	1623	1	1621
LKNJ01002647.1:58371:59773:-	KE993735.1:1676902:1678503:-	1	1400	219	1602
gi|734378048|ref|NW_011338406.1|:15095:15657:+	gi|734295391|ref|NW_011349346.1|:6222:6794:-	1	550	573	19
gi|925160119|ref|NW_012341462.1|:686615:688242:-	gi|924931601|ref|NW_012347781.1|:4717:5697:-	57	987	46	979
NC_035080.1:54341725:54342617:-	NC_035083.1:72763357:72764462:+	226	885	1087	406
NC_035101.1:56051394:56053308:+	NW_018536790.1:1:1394:+	1443	1915	1	473
NC_030831.1:48557187:48560980:-	NC_030814.1:87661486:87664877:-	52	2955	3383	464
gi|1047492078|ref|NW_016245310.1|:51839:53523:-	gi|1047484981|ref|NW_016251852.1|:633:1562:-	326	949	295	930
ref|NW_018394161.1|:802868:803996:+	ref|NW_001878487.5|:2922300:2923504:-	579	1116	563	16
gi|960325532|ref|NW_014805097.1|:11172722:11177364:-	gi|960321801|ref|NW_014806052.1|:1024848:1029297:+	208	4643	4449	5
KN461174.1:134125:134671:+	KN463708.1:94759:95277:+	1	485	25	494
NW_003943617.1:4466451:4468511:-	NW_003943676.1:4918180:4919308:-	1	1116	7	1122
ref|NW_012224558.1|:334519:335562:-	ref|NW_012224558.1|:383509:384293:+	159	940	785	1
gi|1078571273|ref|NW_017372270.1|:3821520:3823957:-	gi|1167782794|ref|NW_018127927.1|:1743275:1743736:+	461	1	1	460
KE993888.1:474508:475936:-	APJL01108187.1:1775:2807:+	438	1429	1033	1
gi|925160119|ref|NW_012341462.1|:686615:688242:-	gi|925077767|ref|NW_012351294.1|:8119:9674:-	57	1560	45	1556
NC_029661.1:44246731:44247685:+	NC_029655.1:16148453:16149130:-	285	955	671	1
gi|551721470|ref|NW_005784807.1|:766585:769876:-	gi|551720569|ref|NW_005785702.1|:971210:973514:-	1345	3233	1	1863
gi|1070655977|ref|NW_017306273.1|:4467568:4467982:-	gi|1070655107|ref|NW_017307143.1|:404276:404829:-	1	415	1	413
gi|829742960|ref|NW_012219890.1|:93843:94886:+	gi|829727025|ref|NW_012221420.1|:990452:992028:+	225	1044	1	820
gi|550153345|ref|NW_005372293.1|:1527005:1527770:+	ref|NW_018394198.1|:21250868:21251393:+	242	740	23	510
gi|429476315|ref|NW_003501388.2|:51475450:51476372:-	gi|429476294|ref|NW_003501380.2|:70852428:70854903:-	36	923	1	889
gi|924428021|ref|NW_013952446.1|:1946399:1948004:+	gi|924427381|ref|NW_013952479.1|:752598:754198:-	1	1595	1601	12
LKTN01105309.1:543:955:-	gi|1097095694|ref|NW_017537723.1|:8269715:8270498:-	4	411	233	656
gi|786082488|ref|NW_012114722.1|:4713611:4715215:+	gi|786047115|ref|NW_012122043.1|:3340959:3342337:+	240	1602	18	1379
gi|1053597445|ref|NW_016804501.1|:219885:220545:+	gi|1053571599|ref|NW_016812402.1|:1703067:1704318:+	6	651	37	677
NC_035095.1:32189837:32191481:-	NW_018608367.1:11779:12957:-	1	1192	4	1179
gi|734231384|ref|NW_011363113.1|:1124:1703:-	gi|734200844|ref|NW_011369947.1|:2003853:2004402:-	1	554	2	550
NC_019859.2:25483881:25485318:-	NC_019861.2:1201141:1202472:+	1	1278	1332	48
gi|459977561|ref|NW_004438501.1|:1524790:1528654:+	gi|459977389|ref|NW_004438673.1|:351288:352606:+	1359	2679	1	1319
LTYT01000743.1:139538:140130:-	LTYT01011845.1:2572:3329:+	12	593	682	99
PIZI01000033.1:7982448:7984765:-	PIZI01000003.1:6446791:6449114:-	1	2318	7	2324
gi|961413802|ref|NW_015096567.1|:18:488:-	gi|961396189|ref|NW_015107776.1|:1:454:+	1	449	454	1
gi|1154410453|ref|NW_018085401.1|:2185924:2187472:-	gi|1154388937|ref|NW_018106868.1|:1868:3323:-	2	1435	1	1415
gi|1041774978|ref|NW_016097608.1|:7672001:7673499:+	gi|1041774607|ref|NW_016097979.1|:1058371:1059993:-	1	1499	1542	1
NC_035077.1:18017734:18018781:-	NC_035085.1:46541391:46541911:-	3	525	1	517
ref|NW_019174393.1|:1727330:1727854:-	BADN01043319.1:13690:14350:-	1	362	281	640
NC_035094.1:24298014:24299316:+	NW_018546831.1:1:1564:-	607	1303	1564	868
gi|786052779|ref|NW_012107731.1|:240300:241735:+	gi|786070381|ref|NW_012104521.1|:366360:367739:+	9	953	434	1375
gi|753112611|ref|NT_343645.1|:1:710:-	gi|753358407|ref|NT_188071.1|:446806:448676:-	1	710	129	840
gi|1097093201|ref|NW_017537758.1|:21846268:21847451:-	gi|1097087306|ref|NW_017538122.1|:639028:640077:+	1	1039	1050	8
gi|553016343|ref|NW_005804663.1|:4055118:4055872:+	gi|553004645|ref|NW_005816152.1|:2184737:2185446:+	1	698	8	710
AANH01005992.1:37112:38685:-	LIAG010647411.1:3240:4830:-	51	1574	12	1548
JACN01091760.1:6289:7355:+	JACN01026781.1:101:673:+	1	562	2	573
gi|1041775138|ref|NW_016097448.1|:389653:391236:-	gi|1041774825|ref|NW_016097761.1|:83246:84375:-	471	1580	1	1127
gi|657098831|ref|NW_007585107.1|:86196:87265:-	gi|734389084|ref|NW_011336769.1|:310900:312521:+	1070	1	126	1195
NIVO01045640.1:239438:241901:+	NIVO01056179.1:739539:741670:-	19	2020	2004	1
LTYT01001930.1:238626:240260:+	NC_035098.1:13921086:13922711:-	2	1620	1	1612
gi|957807203|ref|NW_014639022.1|:18191223:18193857:-	gi|957807215|ref|NW_014639010.1|:246453795:246456499:+	1	2598	2701	2
gi|1051343551|ref|NW_016694792.1|:66974227:66975053:-	gi|1051343067|ref|NW_016694805.1|:2362192:2363171:-	30	790	158	913
gi|778139982|ref|NW_012013133.1|:13269215:13271034:+	gi|778113056|ref|NW_012016799.1|:16139395:16141624:+	812	1820	1	1014
KN463562.1:26797:27296:+	KN465148.1:16619:17091:-	90	500	407	1
gi|972895366|ref|NW_015167577.1|:274345:275826:-	gi|972889781|ref|NW_015173162.1|:1029332:1030869:+	7	1482	1535	47
gi|925216698|ref|NC_027321.1|:4710467:4711711:-	gi|925216694|ref|NC_027323.1|:17847536:17849148:-	23	1245	14	1274
gi|1104753431|ref|NW_017613867.1|:908290:909512:-	gi|1104753355|ref|NW_017613872.1|:26482469:26483854:+	244	1223	1386	407
gi|1104753330|ref|NW_017613874.1|:10022818:10025029:+	gi|1104753472|ref|NW_017613866.1|:35345566:35346847:-	952	2212	1282	14
NC_035088.1:7483141:7484660:-	NC_035098.1:7153157:7154505:+	297	1324	1063	14
CM003214.1:45471596:45473194:+	CM003224.1:70765873:70767627:-	9	1599	1700	128
NC_019863.2:22161795:22164456:-	NC_019876.2:21447235:21449892:-	4	2658	1	2652
gi|1167782817|ref|NW_018127904.1|:1278166:1279422:+	gi|1167782228|ref|NW_018128235.1|:62055:63310:+	1	1257	1	1235
NC_035101.1:4610191:4610740:-	NC_035102.1:5739195:5739850:+	23	550	513	1
gi|972900996|ref|NW_015161947.1|:1139210:1142429:+	gi|972895700|ref|NW_015167243.1|:6037:9260:+	1	3220	2	3221
gi|657098846|ref|NW_007585092.1|:841555:842111:+	gi|657100411|ref|NC_024307.1|:4107568:4108080:-	58	557	513	1
FLSR01001051.1:229111:230127:-	gi|1097019997|ref|NW_017543887.1|:66029:66599:+	451	1	4	455
NC_029654.1:46199870:46201107:+	NC_029662.1:16219341:16220577:+	1	1236	1	1237
gi|1104753341|ref|NW_017613873.1|:1355711:1356047:-	gi|1104471604|ref|NW_017608087.1|:39817:40895:-	22	337	3	315
gi|930648465|ref|NW_014013814.1|:2879893:2881861:-	gi|930648137|ref|NW_014014142.1|:413446:415652:-	2	1969	8	1989
gi|924428047|ref|NW_013952420.1|:1670719:1671294:+	JSUU01008668.1:37927:38390:-	485	10	1	464
gi|734257173|ref|NW_011357561.1|:4596:5915:+	APJL01094822.1:2196:3805:-	1320	1	238	1609
PIZI01000004.1:10905829:10907439:-	PIZI01000030.1:4312341:4313619:+	7	1277	1273	1
gi|1047492738|ref|NW_016244650.1|:18282:19258:-	gi|1047493103|ref|NW_016244285.1|:325520:326275:-	1	726	43	756
gi|925216783|ref|NC_027300.1|:16286987:16288162:+	gi|925216704|ref|NC_027318.1|:43003571:43003976:-	771	1176	406	1
gi|960324913|ref|NW_014805304.1|:272766:277260:-	gi|960326444|ref|NW_014804813.1|:2360464:2366294:-	1	4495	1337	5831
ref|NW_012225230.1|:13560:15187:+	gi|972556892|ref|NW_015150915.1|:199339:200700:+	270	1608	3	1362
gi|1047485518|ref|NW_016251315.1|:869:1636:+	gi|1047450914|ref|NW_016282847.1|:2:495:-	1	492	492	1
MDXI01011049.1:454982:455461:+	MDXI01017418.1:3808:4253:+	31	480	1	446
gi|1041774768|ref|NW_016097818.1|:817687:818754:+	gi|1041774658|ref|NW_016097928.1|:3577551:3578090:-	616	1068	530	72
