copy	start	end	protStart	rev
gi|1167782823|ref|NW_018127902.1|:428909:430300:-	334	844	900	TRUE
gi|1167782823|ref|NW_018127902.1|:428909:430300:-	901	1384	1384	TRUE
gi|1167782817|ref|NW_018127904.1|:1278166:1279422:+	371	1255	371	FALSE
gi|1167782803|ref|NW_018127918.1|:1346962:1348325:-	303	1325	1325	TRUE
gi|1167782799|ref|NW_018127922.1|:1325799:1327034:+	383	1222	383	FALSE
gi|1167782795|ref|NW_018127926.1|:1047578:1049435:-	225	1241	1241	TRUE
gi|1167782794|ref|NW_018127927.1|:1743275:1743736:+	1	432	1	FALSE
gi|1167782790|ref|NW_018127931.1|:5310669:5312013:+	105	1118	105	FALSE
gi|1167782790|ref|NW_018127931.1|:6521797:6523190:-	1	1014	1014	TRUE
gi|1167782784|ref|NW_018127937.1|:1613966:1615374:+	382	1407	382	FALSE
gi|1167782762|ref|NW_018127945.1|:4106625:4107186:+	9	388	9	FALSE
gi|1167782762|ref|NW_018127945.1|:4106625:4107186:+	435	535	389	FALSE
gi|1167782739|ref|NW_018127967.1|:884052:885324:+	384	1268	384	FALSE
gi|1167782729|ref|NW_018127976.1|:2078136:2079769:-	225	1241	1241	TRUE
gi|1167782727|ref|NW_018127978.1|:2153843:2155141:+	30	1037	30	FALSE
gi|1167782727|ref|NW_018127978.1|:2153843:2155141:+	1040	1129	1040	FALSE
gi|1167782726|ref|NW_018127979.1|:2667820:2668777:-	17	691	691	TRUE
gi|1167782722|ref|NW_018127983.1|:1902562:1904176:+	371	1390	371	FALSE
gi|1167782722|ref|NW_018127983.1|:2479295:2480689:+	153	945	153	FALSE
gi|1167782722|ref|NW_018127983.1|:2479295:2480689:+	948	1170	946	FALSE
gi|1167782720|ref|NW_018127985.1|:766527:768162:-	225	1241	1241	TRUE
gi|1167782720|ref|NW_018127985.1|:2642240:2643422:-	3	800	800	TRUE
gi|1167782637|ref|NW_018128013.1|:405952:406815:-	14	576	577	TRUE
gi|1167782637|ref|NW_018128013.1|:405952:406815:-	578	864	864	TRUE
gi|1167782615|ref|NW_018128018.1|:682772:683773:+	2	931	2	FALSE
gi|1167782593|ref|NW_018128025.1|:333836:335234:+	25	1056	25	FALSE
gi|1167782565|ref|NW_018128035.1|:761209:762831:+	300	1322	300	FALSE
gi|1167782563|ref|NW_018128037.1|:804359:805028:+	36	485	36	FALSE
gi|1167782551|ref|NW_018128049.1|:1339187:1339567:+	3	380	3	FALSE
gi|1167782534|ref|NW_018128066.1|:2982184:2983806:-	302	1324	1324	TRUE
gi|1167782524|ref|NW_018128076.1|:812570:814204:+	421	1410	421	FALSE
gi|1167782520|ref|NW_018128080.1|:15890:17513:+	301	1323	301	FALSE
gi|1167782517|ref|NW_018128083.1|:1057262:1058873:+	370	1389	370	FALSE
gi|1167782452|ref|NW_018128139.1|:458264:458802:+	5	538	5	FALSE
gi|1167782449|ref|NW_018128142.1|:21130:22550:+	385	1404	385	FALSE
gi|1167782437|ref|NW_018128154.1|:316029:316874:-	189	845	845	TRUE
gi|1167782427|ref|NW_018128164.1|:260555:262177:-	302	1324	1324	TRUE
gi|1167782409|ref|NW_018128182.1|:348580:350220:-	221	1258	1258	TRUE
gi|1167782395|ref|NW_018128196.1|:224539:225942:-	302	1324	1324	TRUE
gi|1167782276|ref|NW_018128219.1|:9766:11491:-	225	1241	1241	TRUE
gi|1167782228|ref|NW_018128235.1|:62055:63310:+	349	1254	349	FALSE
gi|1167782041|ref|NW_018128313.1|:82729:84152:+	414	1346	414	FALSE
gi|1167782032|ref|NW_018128322.1|:24166:24836:+	3	350	3	FALSE
gi|1167782032|ref|NW_018128322.1|:24166:24836:+	367	669	367	FALSE
gi|1167781949|ref|NW_018128405.1|:76941:78404:-	225	1241	1241	TRUE
gi|1167781904|ref|NW_018128447.1|:78326:79064:+	2	367	2	FALSE
gi|1167781904|ref|NW_018128447.1|:78326:79064:+	376	608	376	FALSE
gi|1167781904|ref|NW_018128447.1|:78326:79064:+	610	737	609	FALSE
gi|1167778628|ref|NW_018130035.1|:1455:1899:-	4	444	444	TRUE
gi|1167778562|ref|NW_018130050.1|:657:1468:+	10	489	10	FALSE
ref|NC_034588.1|:15192192:15193725:+	3	1532	3	FALSE
ref|NC_034572.1|:100969069:100969799:-	3	311	311	TRUE
ref|NC_034572.1|:100969069:100969799:-	314	727	727	TRUE
ref|NW_018391575.1|:64597750:64598963:-	5	1213	1213	TRUE
ref|NW_018391577.1|:96212194:96212956:-	18	761	761	TRUE
CM004097.1:13264361:13267132:+	29	795	29	FALSE
CM004097.1:13264361:13267132:+	2573	2772	796	FALSE
LVXV01026515.1:426:1678:-	3	516	1142	TRUE
LVXV01026515.1:426:1678:-	1143	1251	1251	TRUE
gi|549509382|ref|NW_005356870.1|:1431877:1436534:-	294	4109	4109	TRUE
gi|549509382|ref|NW_005356870.1|:1431877:1436534:-	4172	4654	4654	TRUE
gi|549484952|ref|NW_005372055.1|:245473:250052:+	441	935	441	FALSE
gi|549484952|ref|NW_005372055.1|:245473:250052:+	976	4578	976	FALSE
gi|557506344|ref|NW_005871049.1|:23739629:23740444:-	45	782	782	TRUE
gi|557506343|ref|NW_005871050.1|:15318237:15319059:-	43	780	780	TRUE
gi|557506343|ref|NW_005871050.1|:19934496:19935321:-	46	783	783	TRUE
gi|557503276|ref|NW_005871077.1|:3526543:3528853:-	1	1503	1503	TRUE
gi|557503276|ref|NW_005871077.1|:3526543:3528853:-	1560	1880	1880	TRUE
gi|557503276|ref|NW_005871077.1|:3526543:3528853:-	1934	2311	2311	TRUE
gi|557501255|ref|NW_005871098.1|:2740901:2746231:-	293	4099	4099	TRUE
gi|557501255|ref|NW_005871098.1|:2740901:2746231:-	4152	4634	4634	TRUE
gi|557499210|ref|NW_005871143.1|:3601457:3602263:+	25	762	25	FALSE
gi|557499184|ref|NW_005871169.1|:1393742:1394563:-	43	780	780	TRUE
gi|557499180|ref|NW_005871173.1|:3631107:3631907:+	37	774	37	FALSE
gi|557497173|ref|NW_005871180.1|:193885:197215:-	2	2152	2152	TRUE
gi|557497173|ref|NW_005871180.1|:193885:197215:-	2213	2686	2686	TRUE
gi|557492987|ref|NW_005871346.1|:1175080:1180386:-	302	4045	4045	TRUE
gi|557492987|ref|NW_005871346.1|:1175080:1180386:-	4153	4647	4647	TRUE
gi|557492957|ref|NW_005871376.1|:868992:872138:+	1029	1928	1029	FALSE
gi|557492957|ref|NW_005871376.1|:868992:872138:+	1997	3145	1997	FALSE
gi|557490856|ref|NW_005871477.1|:547417:548230:-	43	780	780	TRUE
gi|557490769|ref|NW_005871564.1|:523847:529436:-	555	998	998	TRUE
gi|557490769|ref|NW_005871564.1|:523847:529436:-	1004	3694	3694	TRUE
gi|557490769|ref|NW_005871564.1|:523847:529436:-	3697	4365	4365	TRUE
gi|557490769|ref|NW_005871564.1|:523847:529436:-	4420	4902	4902	TRUE
gi|557489010|ref|NW_005873323.1|:17280:18091:-	33	770	770	TRUE
gi|1070655977|ref|NW_017306273.1|:4467568:4467982:-	32	334	334	TRUE
gi|1070655964|ref|NW_017306286.1|:1582207:1583407:+	167	666	167	FALSE
gi|1070655964|ref|NW_017306286.1|:1582207:1583407:+	677	1164	667	FALSE
gi|1070655951|ref|NW_017306299.1|:1325997:1326926:+	149	770	149	FALSE
gi|1070655951|ref|NW_017306299.1|:1325997:1326926:+	773	890	771	FALSE
gi|1070655903|ref|NW_017306347.1|:286433:287252:-	33	572	572	TRUE
gi|1070655892|ref|NW_017306358.1|:748431:749126:+	24	515	24	FALSE
gi|1070655844|ref|NW_017306406.1|:2145594:2146046:+	43	402	43	FALSE
gi|1070655832|ref|NW_017306418.1|:1209129:1210422:-	173	1177	1177	TRUE
gi|1070655783|ref|NW_017306467.1|:568015:568545:+	66	500	66	FALSE
gi|1070655744|ref|NW_017306506.1|:225834:226932:+	51	743	51	FALSE
gi|1070655744|ref|NW_017306506.1|:225834:226932:+	748	1014	748	FALSE
gi|1070655722|ref|NW_017306528.1|:747020:748170:-	87	920	920	TRUE
gi|1070655722|ref|NW_017306528.1|:747020:748170:-	947	1108	1108	TRUE
gi|1070655695|ref|NW_017306555.1|:1076412:1077122:+	222	710	222	FALSE
gi|1070655636|ref|NW_017306614.1|:1071724:1072861:+	148	1098	148	FALSE
gi|1070655452|ref|NW_017306798.1|:461310:461841:+	65	529	65	FALSE
gi|1070655417|ref|NW_017306833.1|:43105:43801:-	138	468	488	TRUE
gi|1070655417|ref|NW_017306833.1|:43105:43801:-	489	696	696	TRUE
gi|1070655170|ref|NW_017307080.1|:280034:281001:-	331	966	966	TRUE
gi|1070655121|ref|NW_017307129.1|:571634:572268:+	2	553	2	FALSE
gi|1070655107|ref|NW_017307143.1|:404276:404829:-	29	343	343	TRUE
gi|1070655041|ref|NW_017307209.1|:678233:678927:+	1	407	1	FALSE
gi|1070655041|ref|NW_017307209.1|:678233:678927:+	409	560	408	FALSE
gi|1070654703|ref|NW_017307546.1|:444667:445397:+	150	602	150	FALSE
gi|1070654575|ref|NW_017307674.1|:287227:287755:-	34	435	435	TRUE
gi|1070654543|ref|NW_017307706.1|:120923:121951:+	17	754	17	FALSE
gi|1070654543|ref|NW_017307706.1|:120923:121951:+	802	939	802	FALSE
gi|1070654226|ref|NW_017308023.1|:292984:293885:+	41	898	41	FALSE
gi|1070654150|ref|NW_017308099.1|:97679:98881:-	89	973	973	TRUE
gi|1070654150|ref|NW_017308099.1|:97679:98881:-	976	1104	1104	TRUE
gi|1070654058|ref|NW_017308191.1|:198884:199377:+	2	490	2	FALSE
gi|1070653910|ref|NW_017308339.1|:10324:11615:-	1	914	981	TRUE
gi|1070653910|ref|NW_017308339.1|:10324:11615:-	982	1292	1292	TRUE
gi|1070653439|ref|NW_017308810.1|:90538:91932:+	125	1129	125	FALSE
gi|1070653117|ref|NW_017309132.1|:85739:86294:+	5	412	5	FALSE
gi|1070653117|ref|NW_017309132.1|:85739:86294:+	448	516	448	FALSE
gi|1070653014|ref|NW_017309235.1|:49107:49609:-	56	502	502	TRUE
gi|1070652881|ref|NW_017309368.1|:60961:62204:-	118	1107	1107	TRUE
gi|1070652874|ref|NW_017309375.1|:19880:20891:+	50	373	50	FALSE
gi|1070652874|ref|NW_017309375.1|:19880:20891:+	408	974	408	FALSE
CM003003.1:86490302:86492062:-	2	1426	1426	TRUE
CM003003.1:86490302:86492062:-	1526	1759	1759	TRUE
CM003013.1:41295354:41297277:+	4	1923	4	FALSE
CM003013.1:171551012:171551616:+	3	383	3	FALSE
CM003014.1:80152753:80155336:-	2	1921	1921	TRUE
CM003014.1:80152753:80155336:-	1988	2584	2584	TRUE
CM003015.1:65314437:65316114:-	4	786	786	TRUE
CM003015.1:65314437:65316114:-	788	1231	1231	TRUE
CM003015.1:65314437:65316114:-	1298	1630	1630	TRUE
CM003015.1:143053028:143053509:-	93	482	482	TRUE
CM003016.1:66162889:66164222:-	66	970	977	TRUE
CM003016.1:66162889:66164222:-	978	1240	1240	TRUE
CM003018.1:60517021:60520217:-	3	1085	1085	TRUE
CM003018.1:60517021:60520217:-	1146	2177	2177	TRUE
gi|573894865|ref|NW_006272053.1|:1657570:1657981:-	29	412	412	TRUE
gi|573881644|ref|NW_006272171.1|:9543:10527:+	1	984	1	FALSE
gi|573881587|ref|NW_006272172.1|:113639:114577:-	1	186	186	TRUE
gi|573881587|ref|NW_006272172.1|:113639:114577:-	218	937	937	TRUE
gi|429476289|ref|NW_004087896.1|:62150916:62152611:+	1	1695	1	FALSE
gi|429476281|ref|NW_003501428.2|:6658343:6660801:-	222	2447	2447	TRUE
gi|429476278|ref|NW_003501373.2|:39287769:39290622:+	4	2853	4	FALSE
gi|429476272|ref|NW_004087905.1|:608225:610943:+	1	792	1	FALSE
gi|429476272|ref|NW_004087905.1|:608225:610943:+	794	1738	794	FALSE
gi|429476272|ref|NW_004087905.1|:608225:610943:+	1743	2087	1743	FALSE
gi|429476272|ref|NW_004087905.1|:608225:610943:+	2089	2493	2089	FALSE
gi|429476315|ref|NW_003501388.2|:22510440:22515943:-	225	2111	2111	TRUE
gi|429476315|ref|NW_003501388.2|:22510440:22515943:-	2114	4048	4048	TRUE
gi|429476315|ref|NW_003501388.2|:22510440:22515943:-	4115	5044	5044	TRUE
gi|429476315|ref|NW_003501388.2|:51475450:51476372:-	8	802	802	TRUE
gi|429476315|ref|NW_003501388.2|:51475450:51476372:-	805	921	921	TRUE
gi|429476315|ref|NW_003501388.2|:53895400:53897784:-	225	1562	1562	TRUE
gi|429476315|ref|NW_003501388.2|:53895400:53897784:-	1565	1647	1654	TRUE
gi|429476315|ref|NW_003501388.2|:53895400:53897784:-	1655	2385	2385	TRUE
gi|429476313|ref|NW_004087878.1|:10740031:10742328:+	3	2072	3	FALSE
gi|429476259|ref|NW_003501407.2|:2075996:2081423:-	3	3326	3326	TRUE
gi|429476259|ref|NW_003501407.2|:2075996:2081423:-	3406	4025	4056	TRUE
gi|429476259|ref|NW_003501407.2|:2075996:2081423:-	4057	4310	4310	TRUE
gi|429476308|ref|NW_004087882.1|:62096415:62099216:-	228	1370	1370	TRUE
gi|429476308|ref|NW_004087882.1|:62096415:62099216:-	1372	2802	2802	TRUE
gi|429476303|ref|NW_004087886.1|:65341568:65342373:+	17	571	17	FALSE
gi|429476303|ref|NW_004087886.1|:65341568:65342373:+	573	806	573	FALSE
gi|429476297|ref|NW_004087891.1|:20557772:20561379:+	3	2068	3	FALSE
gi|429476297|ref|NW_004087891.1|:20557772:20561379:+	2163	3358	2069	FALSE
gi|429476294|ref|NW_003501380.2|:15202355:15207230:-	267	1793	1793	TRUE
gi|429476294|ref|NW_003501380.2|:15202355:15207230:-	1796	4054	4054	TRUE
gi|429476294|ref|NW_003501380.2|:15202355:15207230:-	4103	4738	4738	TRUE
gi|429476294|ref|NW_003501380.2|:70852428:70854903:-	6	2474	2474	TRUE
gi|328815877|ref|NW_003518981.1|:10:3030:+	92	3019	92	FALSE
gi|429476251|ref|NW_004087912.1|:35441207:35442611:-	214	1401	1401	TRUE
GL142537.1:9821:11356:-	23	733	733	TRUE
GL142537.1:9821:11356:-	757	1347	1347	TRUE
GL142537.1:9821:11356:-	1388	1531	1531	TRUE
GL147142.1:39896:41439:+	17	1543	17	FALSE
ABQO011190836.1:8:1007:-	1	164	228	TRUE
ABQO011190836.1:8:1007:-	229	268	293	TRUE
ABQO011190836.1:8:1007:-	294	1000	1000	TRUE
NC_029649.1:27063377:27064899:-	136	955	960	TRUE
NC_029649.1:27063377:27064899:-	961	1144	1144	TRUE
NC_029649.1:59778807:59779355:-	5	310	310	TRUE
NC_029649.1:59778807:59779355:-	316	549	549	TRUE
NC_029649.1:77923966:77924904:+	3	662	3	FALSE
NC_029649.1:77923966:77924904:+	668	835	668	FALSE
NC_029649.1:78773563:78775159:+	336	1322	336	FALSE
NC_029649.1:89202853:89203469:-	27	614	614	TRUE
NC_029649.1:95025125:95026316:-	19	1020	1020	TRUE
NC_029650.1:9689211:9690402:-	147	1145	1145	TRUE
NC_029650.1:28210059:28210728:-	18	668	668	TRUE
NC_029650.1:47828061:47829602:+	377	1399	377	FALSE
NC_029651.1:39357733:39358178:-	1	444	444	TRUE
NC_029651.1:66871813:66872621:-	27	809	809	TRUE
NC_029652.1:30470872:30474197:+	143	3310	143	FALSE
NC_029652.1:46896340:46898552:+	40	1151	40	FALSE
NC_029652.1:46896340:46898552:+	1252	2201	1152	FALSE
NC_029652.1:64347265:64348881:+	349	1323	349	FALSE
NC_029653.1:38133665:38134712:+	3	773	3	FALSE
NC_029654.1:20884790:20886015:-	221	1219	221	FALSE
NC_029654.1:26512590:26513522:-	107	925	925	TRUE
NC_029654.1:33299959:33301574:+	349	1323	349	FALSE
NC_029654.1:46199870:46201107:+	4	336	4	FALSE
NC_029654.1:46199870:46201107:+	338	913	338	FALSE
NC_029655.1:16148453:16149130:-	19	675	675	TRUE
NC_029655.1:17765459:17766454:-	82	993	993	TRUE
NC_029655.1:39848777:39850133:-	221	1231	221	FALSE
NC_029656.1:12139528:12141044:+	379	1371	379	FALSE
NC_029656.1:15878418:15881772:-	24	3194	3194	TRUE
NC_029656.1:56066425:56066994:-	24	563	563	TRUE
NC_029657.1:5874026:5875264:+	4	792	4	FALSE
NC_029657.1:5874026:5875264:+	800	916	800	FALSE
NC_029657.1:46088202:46089872:+	1	1659	1	FALSE
NC_029658.1:48455650:48457187:-	139	1158	1158	TRUE
NC_029658.1:50862464:50863993:-	151	1170	1170	TRUE
NC_029660.1:30862197:30863759:+	345	1343	1343	TRUE
NC_029661.1:16244201:16244839:-	3	316	320	TRUE
NC_029661.1:16244201:16244839:-	321	550	550	TRUE
NC_029661.1:29444699:29447614:-	19	2916	2916	TRUE
NC_029661.1:30612148:30613376:+	72	1091	72	FALSE
NC_029661.1:31961086:31961565:+	2	457	2	FALSE
NC_029661.1:32695028:32696311:+	269	1270	269	FALSE
NC_029661.1:44246731:44247685:+	5	943	5	FALSE
NC_029662.1:16219341:16220577:+	4	915	4	FALSE
NC_029662.1:17507082:17507742:+	2	526	2	FALSE
NC_029662.1:17507082:17507742:+	528	656	528	FALSE
NC_029663.1:19287128:19288611:-	255	923	923	TRUE
NC_029663.1:19287128:19288611:-	926	1465	1465	TRUE
NC_029665.1:7769857:7771341:+	348	1322	348	FALSE
NC_029667.1:8454580:8455823:-	148	595	651	TRUE
NC_029667.1:8454580:8455823:-	652	1168	1168	TRUE
NC_029667.1:19573287:19573896:-	24	608	608	TRUE
NW_015443640.1:4682:8039:-	24	3158	3158	TRUE
NW_015443970.1:497276:498245:+	63	484	63	FALSE
NW_015443970.1:497276:498245:+	651	970	485	FALSE
NW_015443997.1:162900:163900:-	261	1001	1001	TRUE
NW_015444038.1:7672:9288:+	348	1322	348	FALSE
NW_015444039.1:62207:62889:+	33	575	33	FALSE
NW_015444122.1:66380:67640:+	144	760	144	FALSE
NW_015444122.1:66380:67640:+	789	1261	761	FALSE
NW_015444125.1:42015:43599:+	313	1317	313	FALSE
NW_015444147.1:101347:102956:-	224	1243	1243	TRUE
NW_015444245.1:66695:67882:-	183	1181	183	FALSE
NW_015446288.1:8826:10070:-	1	1122	1122	TRUE
NW_015446606.1:1803:2392:-	2	361	361	TRUE
NW_015446606.1:1803:2392:-	385	479	504	TRUE
NW_015446606.1:1803:2392:-	505	590	590	TRUE
NW_015447291.1:6537:7145:-	6	608	608	TRUE
NW_015448409.1:16253:17061:-	27	809	809	TRUE
NW_015448803.1:24279:26062:-	278	1783	1783	TRUE
gi|734415500|ref|NW_011332885.1|:118942:119437:-	2	496	496	TRUE
gi|734390269|ref|NW_011336602.1|:7434:8814:-	7	1014	1014	TRUE
gi|734389084|ref|NW_011336769.1|:310900:312521:+	330	1331	330	FALSE
gi|734382602|ref|NW_011337788.1|:4934:5415:-	7	480	480	TRUE
gi|734378048|ref|NW_011338406.1|:15095:15657:+	1	558	1	FALSE
gi|734348661|ref|NW_011341722.1|:16137:16812:+	1	645	1	FALSE
gi|734308312|ref|NW_011346610.1|:79506:80898:-	7	1026	1026	TRUE
gi|734295391|ref|NW_011349346.1|:6222:6794:-	2	379	379	TRUE
gi|734295391|ref|NW_011349346.1|:6222:6794:-	387	566	566	TRUE
gi|734259271|ref|NW_011357190.1|:89831:90591:+	3	398	3	FALSE
gi|734259271|ref|NW_011357190.1|:89831:90591:+	400	732	400	FALSE
gi|734257359|ref|NW_011357528.1|:65642:66234:-	284	592	592	TRUE
gi|734257173|ref|NW_011357561.1|:4596:5915:+	340	860	340	FALSE
gi|734257173|ref|NW_011357561.1|:4596:5915:+	979	1307	861	FALSE
gi|734249800|ref|NW_011359024.1|:1904:2692:-	209	787	787	TRUE
gi|734231384|ref|NW_011363113.1|:1124:1703:-	31	444	444	TRUE
gi|734231384|ref|NW_011363113.1|:1124:1703:-	447	575	575	TRUE
gi|734230419|ref|NW_011363348.1|:2223:3081:-	281	859	859	TRUE
gi|734226689|ref|NW_011364193.1|:15060:16449:-	7	1026	1026	TRUE
gi|734213079|ref|NW_011367337.1|:2246:2879:-	286	633	633	TRUE
gi|734200936|ref|NW_011369945.1|:14373013:14374398:-	7	780	780	TRUE
gi|734200936|ref|NW_011369945.1|:14373013:14374398:-	783	1019	1019	TRUE
gi|734200844|ref|NW_011369947.1|:2003853:2004402:-	32	550	550	TRUE
gi|734199528|ref|NW_011370228.1|:1:364:+	2	358	2	FALSE
gi|1154409910|ref|NW_018085944.1|:309822:311406:-	219	926	926	TRUE
gi|1154409910|ref|NW_018085944.1|:309822:311406:-	929	1210	1210	TRUE
gi|1154409894|ref|NW_018085960.1|:645344:646274:-	219	785	785	TRUE
gi|1154409894|ref|NW_018085960.1|:645344:646274:-	788	931	931	TRUE
gi|1154409889|ref|NW_018085965.1|:60241:62176:+	7	551	7	FALSE
gi|1154409889|ref|NW_018085965.1|:60241:62176:+	1381	1934	552	FALSE
gi|1154409845|ref|NW_018086009.1|:296345:297978:-	230	1243	1243	TRUE
gi|1154409837|ref|NW_018086017.1|:47485:49120:+	398	1171	398	FALSE
gi|1154409837|ref|NW_018086017.1|:47485:49120:+	1177	1374	1177	FALSE
gi|1154409830|ref|NW_018086024.1|:1246411:1247866:-	153	944	944	TRUE
gi|1154409830|ref|NW_018086024.1|:1246411:1247866:-	947	1453	1453	TRUE
gi|1154409819|ref|NW_018086035.1|:1943368:1944931:+	421	1425	421	FALSE
gi|1154409817|ref|NW_018086037.1|:630683:631230:+	9	509	9	FALSE
gi|1154409815|ref|NW_018086039.1|:545838:546731:+	2	381	2	FALSE
gi|1154409815|ref|NW_018086039.1|:545838:546731:+	383	723	382	FALSE
gi|1154409790|ref|NW_018086064.1|:910497:912135:-	389	1405	389	FALSE
gi|1154409786|ref|NW_018086068.1|:851089:852642:-	258	803	803	TRUE
gi|1154409786|ref|NW_018086068.1|:851089:852642:-	808	1176	1176	TRUE
gi|1154409770|ref|NW_018086084.1|:202755:204576:+	519	1820	1820	TRUE
gi|1154409744|ref|NW_018086110.1|:2346067:2347686:+	400	1392	400	FALSE
gi|1154409740|ref|NW_018086114.1|:2317195:2318562:+	178	303	178	FALSE
gi|1154409740|ref|NW_018086114.1|:2317195:2318562:+	306	1124	306	FALSE
gi|1154409738|ref|NW_018086116.1|:1078248:1079884:+	397	1410	397	FALSE
gi|1154409636|ref|NW_018086218.1|:144413:146064:+	386	1408	386	FALSE
gi|1154409633|ref|NW_018086221.1|:576277:577722:+	360	1217	360	FALSE
gi|1154409633|ref|NW_018086221.1|:576277:577722:+	1223	1378	1223	FALSE
gi|1154409593|ref|NW_018086261.1|:5878913:5879223:+	4	309	4	FALSE
gi|1154409593|ref|NW_018086261.1|:7176944:7177868:-	221	925	925	TRUE
gi|1154409589|ref|NW_018086265.1|:3135850:3136960:+	3	974	3	FALSE
gi|1154409532|ref|NW_018086322.1|:484431:486051:-	229	1056	1056	TRUE
gi|1154409532|ref|NW_018086322.1|:484431:486051:-	1058	1225	1225	TRUE
gi|1154409527|ref|NW_018086327.1|:140004:141614:+	397	1386	397	FALSE
gi|1154409497|ref|NW_018086357.1|:140096:141501:-	217	810	810	TRUE
gi|1154409497|ref|NW_018086357.1|:140096:141501:-	834	1202	1202	TRUE
gi|1154409470|ref|NW_018086384.1|:1238574:1240225:+	396	932	396	FALSE
gi|1154409470|ref|NW_018086384.1|:1238574:1240225:+	934	1389	934	FALSE
gi|1154409453|ref|NW_018086401.1|:199063:200120:-	190	1056	1056	TRUE
gi|1154409387|ref|NW_018086467.1|:168979:170409:+	426	1268	426	FALSE
gi|1154409387|ref|NW_018086467.1|:168979:170409:+	1270	1392	1270	FALSE
gi|1154409385|ref|NW_018086469.1|:1434989:1436581:-	201	748	752	TRUE
gi|1154409385|ref|NW_018086469.1|:1434989:1436581:-	753	1210	1210	TRUE
gi|1154409370|ref|NW_018086484.1|:157732:159099:-	247	744	744	TRUE
gi|1154409370|ref|NW_018086484.1|:157732:159099:-	746	1177	1177	TRUE
gi|1154409370|ref|NW_018086484.1|:157732:159099:-	1180	1242	1242	TRUE
gi|1154409337|ref|NW_018086517.1|:1004737:1006382:+	426	755	426	FALSE
gi|1154409337|ref|NW_018086517.1|:1004737:1006382:+	781	1422	781	FALSE
gi|1154410469|ref|NW_018085385.1|:884099:885708:-	392	1006	392	FALSE
gi|1154410469|ref|NW_018085385.1|:884099:885708:-	1011	1388	1011	FALSE
gi|1154410461|ref|NW_018085393.1|:473647:475186:-	217	1122	1122	TRUE
gi|1154410458|ref|NW_018085396.1|:4142678:4144544:+	10	858	10	FALSE
gi|1154410458|ref|NW_018085396.1|:4142678:4144544:+	863	1031	863	FALSE
gi|1154410458|ref|NW_018085396.1|:4142678:4144544:+	1079	1505	1032	FALSE
gi|1154410454|ref|NW_018085400.1|:685350:686592:-	63	500	63	FALSE
gi|1154410454|ref|NW_018085400.1|:685350:686592:-	505	882	505	FALSE
gi|1154410454|ref|NW_018085400.1|:685350:686592:-	929	1066	929	FALSE
gi|1154410453|ref|NW_018085401.1|:2185924:2187472:-	221	1231	1231	TRUE
gi|1154410452|ref|NW_018085402.1|:725899:727519:+	397	1365	397	FALSE
gi|1154409284|ref|NW_018086570.1|:24963:26351:-	132	775	800	TRUE
gi|1154409284|ref|NW_018086570.1|:24963:26351:-	801	1102	1102	TRUE
gi|1154409262|ref|NW_018086592.1|:576453:577830:-	307	1227	307	FALSE
gi|1154409206|ref|NW_018086648.1|:1965080:1965951:+	9	650	9	FALSE
gi|1154409193|ref|NW_018086661.1|:214568:216203:-	225	1241	1241	TRUE
gi|1154409148|ref|NW_018086706.1|:826755:828400:+	402	1058	402	FALSE
gi|1154409148|ref|NW_018086706.1|:826755:828400:+	1063	1422	1063	FALSE
gi|1154409146|ref|NW_018086708.1|:1392264:1393476:+	281	1135	281	FALSE
gi|1154409126|ref|NW_018086728.1|:6402672:6404308:+	398	1411	398	FALSE
gi|1154409123|ref|NW_018086731.1|:3407693:3409146:+	512	1267	512	FALSE
gi|1154409119|ref|NW_018086735.1|:375249:376449:-	211	1125	1125	TRUE
gi|1154409103|ref|NW_018086751.1|:99397:100208:-	116	682	682	TRUE
gi|1154409103|ref|NW_018086751.1|:99397:100208:-	687	812	812	TRUE
gi|1154409052|ref|NW_018086802.1|:1237335:1238762:+	180	764	764	TRUE
gi|1154409052|ref|NW_018086802.1|:1237335:1238762:+	769	1164	1164	TRUE
gi|1154409052|ref|NW_018086802.1|:1478178:1479304:-	6	380	380	TRUE
gi|1154409052|ref|NW_018086802.1|:1478178:1479304:-	382	673	681	TRUE
gi|1154409052|ref|NW_018086802.1|:1478178:1479304:-	682	910	910	TRUE
gi|1154408984|ref|NW_018086870.1|:6525541:6527173:+	394	1392	394	FALSE
gi|1154408983|ref|NW_018086871.1|:1033306:1034920:-	225	1232	1232	TRUE
gi|1154408937|ref|NW_018086917.1|:1097479:1098835:+	338	1159	338	FALSE
gi|1154410364|ref|NW_018085490.1|:250324:251953:+	394	1401	394	FALSE
gi|1154410354|ref|NW_018085500.1|:1691754:1692075:-	3	317	317	TRUE
gi|1154408920|ref|NW_018086934.1|:1405521:1407081:+	394	1156	394	FALSE
gi|1154408920|ref|NW_018086934.1|:1405521:1407081:+	1195	1384	1157	FALSE
gi|1154408914|ref|NW_018086940.1|:1724573:1726109:+	406	1136	406	FALSE
gi|1154408914|ref|NW_018086940.1|:1724573:1726109:+	1138	1400	1137	FALSE
gi|1154408914|ref|NW_018086940.1|:2756194:2756939:+	3	677	3	FALSE
gi|1154408914|ref|NW_018086940.1|:3766381:3767349:-	131	618	628	TRUE
gi|1154408914|ref|NW_018086940.1|:3766381:3767349:-	629	912	912	TRUE
gi|1154410309|ref|NW_018085545.1|:2424624:2426246:+	380	1399	380	FALSE
